ID,대출등급
TEST_00787,C
TEST_00788,C
TEST_00789,C
TEST_00790,B
TEST_00791,B
TEST_00792,C
TEST_00793,B
TEST_00794,E
TEST_00795,B
TEST_00796,B
TEST_00797,C
TEST_00798,B
TEST_00799,B
TEST_00800,C
TEST_00801,B
TEST_00802,C
TEST_00803,C
TEST_00804,B
TEST_00805,C
TEST_00806,C
TEST_00807,C
TEST_00808,B
TEST_00809,B
TEST_00810,B
TEST_00811,C
TEST_00812,B
TEST_00813,C
TEST_00814,C
TEST_00815,B
TEST_00816,C
TEST_00817,B
TEST_00818,C
TEST_00819,C
TEST_00820,B
TEST_00821,C
TEST_00822,B
TEST_00823,B
TEST_00824,C
TEST_00825,B
TEST_00826,B
TEST_00827,B
TEST_00828,B
TEST_00829,B
TEST_00830,B
TEST_00831,B
TEST_00832,C
TEST_00833,B
TEST_00834,B
TEST_00835,C
TEST_00836,C
TEST_00837,C
TEST_00838,B
TEST_00839,B
TEST_00840,C
TEST_00841,D
TEST_00842,C
TEST_00843,B
TEST_00844,C
TEST_00845,B
TEST_00846,B
TEST_00847,C
TEST_00848,B
TEST_00849,D
TEST_00850,B
TEST_00851,B
TEST_00852,B
TEST_00853,C
TEST_00854,B
TEST_00855,B
TEST_00856,D
TEST_00857,B
TEST_00858,C
TEST_00859,C
TEST_00860,B
TEST_00861,B
TEST_00862,C
TEST_00863,B
TEST_00864,B
TEST_00865,B
TEST_00866,B
TEST_00867,B
TEST_00868,C
TEST_00869,D
TEST_00870,B
TEST_00871,B
TEST_00872,B
TEST_00873,B
TEST_00874,B
TEST_00875,B
TEST_00876,C
TEST_00877,C
TEST_00878,B
TEST_00879,B
TEST_00880,C
TEST_00881,C
TEST_00882,C
TEST_00883,C
TEST_00884,B
TEST_00885,C
TEST_00886,B
TEST_00887,C
TEST_00888,D
TEST_00889,B
TEST_00890,B
TEST_00891,C
TEST_00892,B
TEST_00893,C
TEST_00894,C
TEST_00895,C
TEST_00896,B
TEST_00897,C
TEST_00898,C
TEST_00899,C
TEST_00900,B
TEST_00901,C
TEST_00902,B
TEST_00903,B
TEST_00904,B
TEST_00905,C
TEST_00906,B
TEST_00907,B
TEST_00908,B
TEST_00909,B
TEST_00910,C
TEST_00911,C
TEST_00912,B
TEST_00913,B
TEST_00914,C
TEST_00915,D
TEST_00916,C
TEST_00917,C
TEST_00918,B
TEST_00919,C
TEST_00920,B
TEST_00921,B
TEST_00922,B
TEST_00923,C
TEST_00924,B
TEST_00925,C
TEST_00926,C
TEST_00927,C
TEST_00928,B
TEST_00929,B
TEST_00930,C
TEST_00931,C
TEST_00932,C
TEST_00933,B
TEST_00934,C
TEST_00935,C
TEST_00936,B
TEST_00937,C
TEST_00938,C
TEST_00939,B
TEST_00940,C
TEST_00941,B
TEST_00942,C
TEST_00943,B
TEST_00944,C
TEST_00945,C
TEST_00946,C
TEST_00947,B
TEST_00948,B
TEST_00949,B
TEST_00950,C
TEST_00951,C
TEST_00952,D
TEST_00953,C
TEST_00954,C
TEST_00955,C
TEST_00956,B
TEST_00957,B
TEST_00958,C
TEST_00959,B
TEST_00960,C
TEST_00961,C
TEST_00962,B
TEST_00963,B
TEST_00964,B
TEST_00965,B
TEST_00966,B
TEST_00967,C
TEST_00968,B
TEST_00969,C
TEST_00970,C
TEST_00971,B
TEST_00972,C
TEST_00973,B
TEST_00974,B
TEST_00975,C
TEST_00976,B
TEST_00977,B
TEST_00978,C
TEST_00979,C
TEST_00980,B
TEST_00981,C
TEST_00982,C
TEST_00983,B
TEST_00984,C
TEST_00985,B
TEST_00986,C
TEST_00987,C
TEST_00988,B
TEST_00989,C
TEST_00990,C
TEST_00991,C
TEST_00992,B
TEST_00993,C
TEST_00994,C
TEST_00995,B
TEST_00996,C
TEST_00997,B
TEST_00998,B
TEST_00999,B
TEST_01000,B
TEST_01001,B
TEST_01002,B
TEST_01003,B
TEST_01004,B
TEST_01005,B
TEST_01006,C
TEST_01007,C
TEST_01008,B
TEST_01009,B
TEST_01010,B
TEST_01011,B
TEST_01012,B
TEST_01013,B
TEST_01014,C
TEST_01015,C
TEST_01016,C
TEST_01017,B
TEST_01018,C
TEST_01019,C
TEST_01020,B
TEST_01021,B
TEST_01022,B
TEST_01023,B
TEST_01024,C
TEST_01025,B
TEST_01026,B
TEST_01027,C
TEST_01028,B
TEST_01029,C
TEST_01030,B
TEST_01031,C
TEST_01032,C
TEST_01033,B
TEST_01034,B
TEST_01035,C
TEST_01036,D
TEST_01037,B
TEST_01038,C
TEST_01039,C
TEST_01040,B
TEST_01041,C
TEST_01042,B
TEST_01043,C
TEST_01044,C
TEST_01045,B
TEST_01046,C
TEST_01047,B
TEST_01048,B
TEST_01049,C
TEST_01050,B
TEST_01051,B
TEST_01052,B
TEST_01053,B
TEST_01054,C
TEST_01055,B
TEST_01056,B
TEST_01057,C
TEST_01058,C
TEST_01059,B
TEST_01060,B
TEST_01061,B
TEST_01062,C
TEST_01063,B
TEST_01064,B
TEST_01065,B
TEST_01066,B
TEST_01067,C
TEST_01068,B
TEST_01069,C
TEST_01070,B
TEST_01071,C
TEST_01072,B
TEST_01073,B
TEST_01074,B
TEST_01075,B
TEST_01076,C
TEST_01077,B
TEST_01078,C
TEST_01079,C
TEST_01080,B
TEST_01081,C
TEST_01082,B
TEST_01083,B
TEST_01084,C
TEST_01085,C
TEST_01086,B
TEST_01087,B
TEST_01088,C
TEST_01089,C
TEST_01090,C
TEST_01091,B
TEST_01092,C
TEST_01093,B
TEST_01094,B
TEST_01095,B
TEST_01096,C
TEST_01097,B
TEST_01098,B
TEST_01099,C
TEST_01100,B
TEST_01101,B
TEST_01102,B
TEST_01103,B
TEST_01104,B
TEST_01105,C
TEST_01106,C
TEST_01107,B
TEST_01108,B
TEST_01109,B
TEST_01110,C
TEST_01111,B
TEST_01112,B
TEST_01113,B
TEST_01114,B
TEST_01115,C
TEST_01116,C
TEST_01117,D
TEST_01118,B
TEST_01119,C
TEST_01120,C
TEST_01121,B
TEST_01122,B
TEST_01123,C
TEST_01124,B
TEST_01125,C
TEST_01126,B
TEST_01127,B
TEST_01128,B
TEST_01129,B
TEST_01130,D
TEST_01131,B
TEST_01132,D
TEST_01133,B
TEST_01134,B
TEST_01135,B
TEST_01136,B
TEST_01137,C
TEST_01138,C
TEST_01139,C
TEST_01140,B
TEST_01141,C
TEST_01142,B
TEST_01143,C
TEST_01144,B
TEST_01145,B
TEST_01146,B
TEST_01147,B
TEST_01148,C
TEST_01149,B
TEST_01150,B
TEST_01151,B
TEST_01152,B
TEST_01153,C
TEST_01154,C
TEST_01155,C
TEST_01156,C
TEST_01157,C
TEST_01158,C
TEST_01159,C
TEST_01160,B
TEST_01161,B
TEST_01162,B
TEST_01163,B
TEST_01164,B
TEST_01165,C
TEST_01166,B
TEST_01167,B
TEST_01168,C
TEST_01169,B
TEST_01170,B
TEST_01171,B
TEST_01172,B
TEST_01173,C
TEST_01174,B
TEST_01175,B
TEST_01176,D
TEST_01177,C
TEST_01178,C
TEST_01179,C
TEST_01180,C
TEST_01181,C
TEST_01182,B
TEST_01183,B
TEST_01184,B
TEST_01185,C
TEST_01186,B
TEST_01187,C
TEST_01188,C
TEST_01189,C
TEST_01190,B
TEST_01191,B
TEST_01192,C
TEST_01193,B
TEST_01194,C
TEST_01195,C
TEST_01196,B
TEST_01197,B
TEST_01198,C
TEST_01199,B
TEST_01200,B
TEST_01201,B
TEST_01202,B
TEST_01203,B
TEST_01204,B
TEST_01205,C
TEST_01206,B
TEST_01207,B
TEST_01208,C
TEST_01209,B
TEST_01210,B
TEST_01211,B
TEST_01212,B
TEST_01213,B
TEST_01214,B
TEST_01215,B
TEST_01216,C
TEST_01217,D
TEST_01218,C
TEST_01219,C
TEST_01220,B
TEST_01221,B
TEST_01222,D
TEST_01223,B
TEST_01224,B
TEST_01225,C
TEST_01226,B
TEST_01227,B
TEST_01228,B
TEST_01229,C
TEST_01230,C
TEST_01231,B
TEST_01232,B
TEST_01233,C
TEST_01234,C
TEST_01235,C
TEST_01236,B
TEST_01237,C
TEST_01238,C
TEST_01239,B
TEST_01240,B
TEST_01241,B
TEST_01242,B
TEST_01243,C
TEST_01244,E
TEST_01245,C
TEST_01246,B
TEST_01247,B
TEST_01248,B
TEST_01249,C
TEST_01250,D
TEST_01251,D
TEST_01252,B
TEST_01253,C
TEST_01254,C
TEST_01255,B
TEST_01256,B
TEST_01257,B
TEST_01258,C
TEST_01259,B
TEST_01260,B
TEST_01261,C
TEST_01262,C
TEST_01263,B
TEST_01264,C
TEST_01265,C
TEST_01266,B
TEST_01267,C
TEST_01268,C
TEST_01269,B
TEST_01270,B
TEST_01271,C
TEST_01272,B
TEST_01273,C
TEST_01274,C
TEST_01275,B
TEST_01276,B
TEST_01277,B
TEST_01278,C
TEST_01279,C
TEST_01280,B
TEST_01281,C
TEST_01282,C
TEST_01283,B
TEST_01284,B
TEST_01285,C
TEST_01286,B
TEST_01287,B
TEST_01288,B
TEST_01289,B
TEST_01290,B
TEST_01291,B
TEST_01292,B
TEST_01293,C
TEST_01294,C
TEST_01295,C
TEST_01296,B
TEST_01297,B
TEST_01298,B
TEST_01299,B
TEST_01300,B
TEST_01301,B
TEST_01302,B
TEST_01303,B
TEST_01304,B
TEST_01305,C
TEST_01306,C
TEST_01307,B
TEST_01308,C
TEST_01309,C
TEST_01310,B
TEST_01311,B
TEST_01312,B
TEST_01313,E
TEST_01314,B
TEST_01315,C
TEST_01316,B
TEST_01317,C
TEST_01318,B
TEST_01319,B
TEST_01320,C
TEST_01321,C
TEST_01322,C
TEST_01323,B
TEST_01324,B
TEST_01325,E
TEST_01326,B
TEST_01327,B
TEST_01328,B
TEST_01329,B
TEST_01330,B
TEST_01331,B
TEST_01332,C
TEST_01333,B
TEST_01334,B
TEST_01335,C
TEST_01336,C
TEST_01337,C
TEST_01338,B
TEST_01339,B
TEST_01340,B
TEST_01341,B
TEST_01342,B
TEST_01343,B
TEST_01344,E
TEST_01345,B
TEST_01346,B
TEST_01347,B
TEST_01348,C
TEST_01349,B
TEST_01350,B
TEST_01351,C
TEST_01352,B
TEST_01353,B
TEST_01354,B
TEST_01355,B
TEST_01356,C
TEST_01357,B
TEST_01358,B
TEST_01359,C
TEST_01360,C
TEST_01361,B
TEST_01362,C
TEST_01363,C
TEST_01364,C
TEST_01365,B
TEST_01366,C
TEST_01367,B
TEST_01368,B
TEST_01369,C
TEST_01370,C
TEST_01371,C
TEST_01372,B
TEST_01373,B
TEST_01374,B
TEST_01375,B
TEST_01376,C
TEST_01377,B
TEST_01378,C
TEST_01379,C
TEST_01380,C
TEST_01381,C
TEST_01382,B
TEST_01383,B
TEST_01384,C
TEST_01385,C
TEST_01386,D
TEST_01387,B
TEST_01388,B
TEST_01389,B
TEST_01390,B
TEST_01391,D
TEST_01392,B
TEST_01393,C
TEST_01394,C
TEST_01395,C
TEST_01396,B
TEST_01397,B
TEST_01398,C
TEST_01399,C
TEST_01400,B
TEST_01401,B
TEST_01402,B
TEST_01403,B
TEST_01404,B
TEST_01405,B
TEST_01406,B
TEST_01407,B
TEST_01408,C
TEST_01409,C
TEST_01410,C
TEST_01411,C
TEST_01412,B
TEST_01413,C
TEST_01414,C
TEST_01415,C
TEST_01416,C
TEST_01417,B
TEST_01418,C
TEST_01419,D
TEST_01420,B
TEST_01421,B
TEST_01422,C
TEST_01423,B
TEST_01424,C
TEST_01425,C
TEST_01426,C
TEST_01427,B
TEST_01428,B
TEST_01429,B
TEST_01430,C
TEST_01431,B
TEST_01432,B
TEST_01433,B
TEST_01434,B
TEST_01435,D
TEST_01436,C
TEST_01437,C
TEST_01438,C
TEST_01439,B
TEST_01440,C
TEST_01441,C
TEST_01442,B
TEST_01443,B
TEST_01444,B
TEST_01445,C
TEST_01446,C
TEST_01447,E
TEST_01448,B
TEST_01449,C
TEST_01450,B
TEST_01451,B
TEST_01452,B
TEST_01453,C
TEST_01454,B
TEST_01455,B
TEST_01456,B
TEST_01457,C
TEST_01458,B
TEST_01459,B
TEST_01460,B
TEST_01461,D
TEST_01462,C
TEST_01463,C
TEST_01464,C
TEST_01465,C
TEST_01466,B
TEST_01467,C
TEST_01468,B
TEST_01469,B
TEST_01470,B
TEST_01471,B
TEST_01472,B
TEST_01473,B
TEST_01474,B
TEST_01475,B
TEST_01476,C
TEST_01477,B
TEST_01478,B
TEST_01479,C
TEST_01480,B
TEST_01481,B
TEST_01482,B
TEST_01483,C
TEST_01484,B
TEST_01485,B
TEST_01486,B
TEST_01487,B
TEST_01488,C
TEST_01489,B
TEST_01490,C
TEST_01491,B
TEST_01492,B
TEST_01493,B
TEST_01494,B
TEST_01495,B
TEST_01496,C
TEST_01497,B
TEST_01498,B
TEST_01499,B
TEST_01500,C
TEST_01501,B
TEST_01502,B
TEST_01503,B
TEST_01504,C
TEST_01505,B
TEST_01506,B
TEST_01507,C
TEST_01508,B
TEST_01509,B
TEST_01510,C
TEST_01511,C
TEST_01512,B
TEST_01513,C
TEST_01514,B
TEST_01515,D
TEST_01516,C
TEST_01517,C
TEST_01518,B
TEST_01519,C
TEST_01520,B
TEST_01521,C
TEST_01522,C
TEST_01523,C
TEST_01524,D
TEST_01525,B
TEST_01526,C
TEST_01527,B
TEST_01528,C
TEST_01529,C
TEST_01530,C
TEST_01531,B
TEST_01532,C
TEST_01533,B
TEST_01534,B
TEST_01535,C
TEST_01536,B
TEST_01537,B
TEST_01538,C
TEST_01539,B
TEST_01540,C
TEST_01541,B
TEST_01542,B
TEST_01543,B
TEST_01544,B
TEST_01545,B
TEST_01546,C
TEST_01547,B
TEST_01548,B
TEST_01549,C
TEST_01550,B
TEST_01551,B
TEST_01552,B
