ID,대출등급
TEST_00120,B
TEST_00121,B
TEST_00122,C
TEST_00123,A
TEST_00124,C
TEST_00125,C
TEST_00126,F
TEST_00127,C
TEST_00128,B
TEST_00129,A
TEST_00130,D
TEST_00131,A
TEST_00132,C
TEST_00133,B
TEST_00134,B
TEST_00135,B
TEST_00136,B
TEST_00137,C
TEST_00138,B
TEST_00139,F
TEST_00140,C
TEST_00141,A
TEST_00142,B
TEST_00143,D
TEST_00144,B
TEST_00145,A
TEST_00146,D
TEST_00147,C
TEST_00148,A
TEST_00149,A
TEST_00150,C
TEST_00151,C
TEST_00152,C
TEST_00153,D
TEST_00154,B
TEST_00155,B
TEST_00156,B
TEST_00157,D
TEST_00158,D
TEST_00159,B
TEST_00160,B
TEST_00161,C
TEST_00162,D
TEST_00163,D
TEST_00164,B
TEST_00165,G
TEST_00166,B
TEST_00167,F
TEST_00168,D
TEST_00169,F
TEST_00170,C
TEST_00171,C
TEST_00172,F
TEST_00173,A
TEST_00174,B
TEST_00175,C
TEST_00176,B
TEST_00177,B
TEST_00178,A
TEST_00179,A
TEST_00180,B
TEST_00181,B
TEST_00182,A
TEST_00183,A
TEST_00184,A
TEST_00185,B
TEST_00186,B
TEST_00187,A
TEST_00188,C
TEST_00189,G
TEST_00190,D
TEST_00191,C
TEST_00192,D
TEST_00193,D
TEST_00194,C
TEST_00195,B
TEST_00196,A
TEST_00197,A
TEST_00198,A
TEST_00199,B
TEST_00200,A
TEST_00201,B
TEST_00202,A
TEST_00203,B
TEST_00204,C
TEST_00205,D
TEST_00206,C
TEST_00207,C
TEST_00208,A
TEST_00209,D
TEST_00210,F
TEST_00211,A
TEST_00212,B
TEST_00213,A
TEST_00214,A
TEST_00215,B
TEST_00216,D
TEST_00217,B
TEST_00218,F
TEST_00219,D
TEST_00220,A
TEST_00221,B
TEST_00222,B
TEST_00223,D
TEST_00224,B
TEST_00225,A
TEST_00226,D
TEST_00227,D
TEST_00228,C
TEST_00229,D
TEST_00230,A
TEST_00231,G
TEST_00232,D
TEST_00233,C
TEST_00234,A
TEST_00235,C
TEST_00236,A
TEST_00237,A
TEST_00238,B
TEST_00239,C
TEST_00240,A
TEST_00241,A
TEST_00242,A
TEST_00243,A
TEST_00244,A
TEST_00245,B
TEST_00246,B
TEST_00247,B
TEST_00248,A
TEST_00249,D
TEST_00250,C
TEST_00251,A
TEST_00252,A
TEST_00253,A
TEST_00254,C
TEST_00255,B
TEST_00256,C
TEST_00257,A
TEST_00258,A
TEST_00259,A
TEST_00260,C
TEST_00261,A
TEST_00262,C
TEST_00263,B
TEST_00264,A
TEST_00265,A
TEST_00266,C
TEST_00267,F
TEST_00268,A
TEST_00269,C
TEST_00270,B
TEST_00271,C
TEST_00272,A
TEST_00273,C
TEST_00274,F
TEST_00275,C
TEST_00276,A
TEST_00277,A
TEST_00278,B
TEST_00279,F
TEST_00280,B
TEST_00281,A
TEST_00282,B
TEST_00283,A
TEST_00284,C
TEST_00285,A
TEST_00286,B
TEST_00287,C
TEST_00288,A
TEST_00289,B
TEST_00290,C
TEST_00291,A
TEST_00292,B
TEST_00293,B
TEST_00294,B
TEST_00295,A
TEST_00296,A
TEST_00297,D
TEST_00298,D
TEST_00299,A
TEST_00300,B
TEST_00301,A
TEST_00302,A
TEST_00303,C
TEST_00304,A
TEST_00305,B
TEST_00306,D
TEST_00307,B
TEST_00308,C
TEST_00309,C
TEST_00310,C
TEST_00311,A
TEST_00312,C
TEST_00313,D
TEST_00314,B
TEST_00315,A
TEST_00316,A
TEST_00317,A
TEST_00318,B
TEST_00319,C
TEST_00320,A
TEST_00321,B
TEST_00322,D
TEST_00323,D
TEST_00324,C
TEST_00325,C
TEST_00326,A
TEST_00327,B
TEST_00328,D
TEST_00329,C
TEST_00330,A
TEST_00331,B
TEST_00332,D
TEST_00333,A
TEST_00334,A
TEST_00335,A
TEST_00336,A
TEST_00337,A
TEST_00338,D
TEST_00339,A
TEST_00340,B
TEST_00341,D
TEST_00342,C
TEST_00343,B
TEST_00344,C
TEST_00345,A
TEST_00346,C
TEST_00347,D
TEST_00348,F
TEST_00349,A
TEST_00350,A
TEST_00351,A
TEST_00352,A
TEST_00353,D
TEST_00354,A
TEST_00355,D
TEST_00356,C
TEST_00357,C
TEST_00358,A
TEST_00359,A
TEST_00360,B
TEST_00361,B
TEST_00362,D
TEST_00363,A
TEST_00364,A
TEST_00365,A
TEST_00366,B
TEST_00367,B
TEST_00368,D
TEST_00369,D
TEST_00370,F
TEST_00371,B
TEST_00372,F
TEST_00373,B
TEST_00374,C
TEST_00375,B
TEST_00376,A
TEST_00377,A
TEST_00378,D
TEST_00379,B
TEST_00380,D
TEST_00381,B
TEST_00382,G
TEST_00383,A
TEST_00384,A
TEST_00385,A
TEST_00386,A
TEST_00387,B
TEST_00388,A
TEST_00389,A
TEST_00390,D
TEST_00391,B
TEST_00392,C
TEST_00393,B
TEST_00394,A
TEST_00395,F
TEST_00396,A
TEST_00397,A
TEST_00398,B
TEST_00399,A
TEST_00400,C
TEST_00401,F
TEST_00402,A
TEST_00403,C
TEST_00404,A
TEST_00405,A
TEST_00406,B
TEST_00407,A
TEST_00408,C
TEST_00409,A
TEST_00410,A
TEST_00411,A
TEST_00412,C
TEST_00413,A
TEST_00414,B
TEST_00415,A
TEST_00416,A
TEST_00417,C
TEST_00418,B
TEST_00419,C
TEST_00420,D
TEST_00421,D
TEST_00422,C
TEST_00423,F
TEST_00424,C
TEST_00425,B
TEST_00426,D
TEST_00427,B
TEST_00428,A
TEST_00429,A
TEST_00430,A
TEST_00431,B
TEST_00432,B
TEST_00433,C
TEST_00434,A
TEST_00435,A
TEST_00436,A
TEST_00437,B
TEST_00438,B
TEST_00439,B
TEST_00440,G
TEST_00441,D
TEST_00442,D
TEST_00443,B
TEST_00444,A
TEST_00445,B
TEST_00446,B
TEST_00447,D
TEST_00448,D
TEST_00449,A
TEST_00450,C
TEST_00451,C
TEST_00452,C
TEST_00453,D
TEST_00454,A
TEST_00455,D
TEST_00456,F
TEST_00457,B
TEST_00458,D
TEST_00459,C
TEST_00460,D
TEST_00461,C
TEST_00462,C
TEST_00463,C
TEST_00464,A
TEST_00465,A
TEST_00466,B
TEST_00467,B
TEST_00468,A
TEST_00469,A
TEST_00470,B
TEST_00471,C
TEST_00472,C
TEST_00473,C
TEST_00474,B
TEST_00475,A
TEST_00476,C
TEST_00477,A
TEST_00478,B
TEST_00479,C
TEST_00480,A
TEST_00481,A
TEST_00482,D
TEST_00483,C
TEST_00484,A
TEST_00485,B
TEST_00486,A
TEST_00487,D
TEST_00488,D
TEST_00489,C
TEST_00490,C
TEST_00491,C
TEST_00492,B
TEST_00493,C
TEST_00494,A
TEST_00495,A
TEST_00496,B
TEST_00497,A
TEST_00498,D
TEST_00499,C
TEST_00500,D
TEST_00501,A
TEST_00502,A
TEST_00503,C
TEST_00504,A
TEST_00505,A
TEST_00506,C
TEST_00507,A
TEST_00508,C
TEST_00509,D
TEST_00510,C
TEST_00511,B
TEST_00512,B
TEST_00513,B
TEST_00514,A
TEST_00515,D
TEST_00516,B
TEST_00517,B
TEST_00518,F
TEST_00519,A
TEST_00520,B
TEST_00521,C
TEST_00522,C
TEST_00523,C
TEST_00524,A
TEST_00525,B
TEST_00526,A
TEST_00527,D
TEST_00528,B
TEST_00529,C
TEST_00530,D
TEST_00531,C
TEST_00532,A
TEST_00533,B
TEST_00534,A
TEST_00535,B
TEST_00536,D
TEST_00537,C
TEST_00538,A
TEST_00539,C
TEST_00540,A
TEST_00541,A
TEST_00542,B
TEST_00543,B
TEST_00544,A
TEST_00545,C
TEST_00546,C
TEST_00547,D
TEST_00548,D
TEST_00549,C
TEST_00550,B
TEST_00551,A
TEST_00552,A
TEST_00553,A
TEST_00554,B
TEST_00555,G
TEST_00556,A
TEST_00557,B
TEST_00558,A
TEST_00559,A
TEST_00560,D
TEST_00561,B
TEST_00562,A
TEST_00563,B
TEST_00564,D
TEST_00565,C
TEST_00566,B
TEST_00567,B
TEST_00568,B
TEST_00569,B
TEST_00570,C
TEST_00571,A
TEST_00572,C
TEST_00573,D
TEST_00574,D
TEST_00575,C
TEST_00576,B
TEST_00577,A
TEST_00578,B
TEST_00579,B
TEST_00580,A
TEST_00581,D
TEST_00582,A
TEST_00583,A
TEST_00584,C
TEST_00585,D
TEST_00586,C
TEST_00587,B
TEST_00588,A
TEST_00589,F
TEST_00590,A
TEST_00591,C
TEST_00592,C
TEST_00593,D
TEST_00594,A
TEST_00595,C
TEST_00596,B
TEST_00597,B
TEST_00598,B
TEST_00599,A
TEST_00600,A
TEST_00601,B
TEST_00602,A
TEST_00603,B
TEST_00604,D
TEST_00605,C
TEST_00606,A
TEST_00607,D
TEST_00608,F
TEST_00609,A
TEST_00610,B
TEST_00611,B
TEST_00612,A
TEST_00613,B
TEST_00614,D
TEST_00615,D
TEST_00616,B
TEST_00617,C
TEST_00618,D
TEST_00619,A
TEST_00620,A
TEST_00621,A
TEST_00622,D
TEST_00623,B
TEST_00624,B
TEST_00625,A
TEST_00626,B
TEST_00627,B
TEST_00628,A
TEST_00629,F
TEST_00630,A
TEST_00631,B
TEST_00632,B
TEST_00633,A
TEST_00634,B
TEST_00635,B
TEST_00636,F
TEST_00637,F
TEST_00638,A
TEST_00639,A
TEST_00640,D
TEST_00641,D
TEST_00642,C
TEST_00643,D
TEST_00644,C
TEST_00645,C
TEST_00646,D
TEST_00647,A
TEST_00648,A
TEST_00649,D
TEST_00650,A
TEST_00651,B
TEST_00652,A
TEST_00653,C
TEST_00654,A
TEST_00655,A
TEST_00656,B
TEST_00657,B
TEST_00658,B
TEST_00659,B
TEST_00660,C
TEST_00661,D
TEST_00662,B
TEST_00663,D
TEST_00664,A
TEST_00665,A
TEST_00666,A
TEST_00667,C
TEST_00668,D
TEST_00669,B
TEST_00670,D
TEST_00671,C
TEST_00672,A
TEST_00673,C
TEST_00674,D
TEST_00675,C
TEST_00676,D
TEST_00677,C
TEST_00678,B
TEST_00679,B
TEST_00680,A
TEST_00681,B
TEST_00682,A
TEST_00683,A
TEST_00684,A
TEST_00685,C
TEST_00686,A
TEST_00687,D
TEST_00688,C
TEST_00689,B
TEST_00690,F
TEST_00691,A
TEST_00692,C
TEST_00693,F
TEST_00694,A
TEST_00695,A
TEST_00696,A
TEST_00697,D
TEST_00698,B
TEST_00699,D
TEST_00700,A
TEST_00701,A
TEST_00702,C
TEST_00703,F
TEST_00704,C
TEST_00705,A
TEST_00706,C
TEST_00707,A
TEST_00708,B
TEST_00709,C
TEST_00710,D
TEST_00711,D
TEST_00712,A
TEST_00713,A
TEST_00714,A
TEST_00715,B
TEST_00716,A
TEST_00717,C
TEST_00718,A
TEST_00719,A
TEST_00720,B
TEST_00721,A
TEST_00722,C
TEST_00723,D
TEST_00724,C
TEST_00725,C
TEST_00726,A
TEST_00727,B
TEST_00728,A
TEST_00729,C
TEST_00730,A
TEST_00731,D
TEST_00732,C
TEST_00733,B
TEST_00734,C
TEST_00735,C
TEST_00736,F
TEST_00737,A
TEST_00738,C
TEST_00739,B
TEST_00740,A
TEST_00741,C
TEST_00742,C
TEST_00743,D
TEST_00744,A
TEST_00745,C
TEST_00746,C
TEST_00747,B
TEST_00748,C
TEST_00749,C
TEST_00750,B
TEST_00751,A
TEST_00752,A
TEST_00753,A
TEST_00754,A
TEST_00755,A
TEST_00756,A
TEST_00757,A
TEST_00758,B
TEST_00759,D
TEST_00760,A
TEST_00761,B
TEST_00762,C
TEST_00763,B
TEST_00764,A
TEST_00765,B
TEST_00766,B
TEST_00767,A
TEST_00768,F
TEST_00769,A
TEST_00770,C
TEST_00771,A
TEST_00772,C
TEST_00773,C
TEST_00774,C
TEST_00775,C
TEST_00776,D
TEST_00777,A
TEST_00778,A
TEST_00779,A
TEST_00780,A
TEST_00781,D
TEST_00782,C
TEST_00783,D
TEST_00784,A
TEST_00785,A
TEST_00786,A
TEST_00787,A
TEST_00788,F
TEST_00789,A
TEST_00790,B
TEST_00791,C
TEST_00792,C
TEST_00793,B
TEST_00794,C
TEST_00795,C
TEST_00796,A
TEST_00797,B
TEST_00798,A
TEST_00799,C
TEST_00800,F
TEST_00801,D
TEST_00802,B
TEST_00803,A
TEST_00804,D
TEST_00805,B
TEST_00806,A
TEST_00807,D
TEST_00808,B
TEST_00809,B
TEST_00810,A
TEST_00811,C
TEST_00812,C
TEST_00813,C
TEST_00814,D
TEST_00815,A
TEST_00816,D
TEST_00817,A
TEST_00818,D
TEST_00819,C
TEST_00820,C
TEST_00821,A
TEST_00822,C
TEST_00823,A
TEST_00824,A
TEST_00825,A
TEST_00826,A
TEST_00827,C
TEST_00828,C
TEST_00829,A
TEST_00830,A
TEST_00831,D
TEST_00832,C
TEST_00833,A
TEST_00834,B
TEST_00835,C
TEST_00836,C
TEST_00837,D
TEST_00838,B
TEST_00839,B
TEST_00840,A
TEST_00841,C
TEST_00842,C
TEST_00843,A
TEST_00844,A
TEST_00845,B
TEST_00846,A
TEST_00847,A
TEST_00848,A
TEST_00849,C
TEST_00850,C
TEST_00851,C
TEST_00852,C
TEST_00853,F
TEST_00854,B
TEST_00855,C
TEST_00856,D
TEST_00857,A
TEST_00858,D
TEST_00859,A
TEST_00860,A
TEST_00861,C
TEST_00862,C
TEST_00863,A
TEST_00864,C
TEST_00865,A
TEST_00866,B
TEST_00867,C
TEST_00868,B
TEST_00869,C
TEST_00870,C
TEST_00871,B
TEST_00872,B
TEST_00873,C
TEST_00874,A
TEST_00875,B
TEST_00876,C
TEST_00877,C
TEST_00878,B
TEST_00879,A
TEST_00880,C
TEST_00881,D
TEST_00882,A
TEST_00883,C
TEST_00884,B
TEST_00885,D
TEST_00886,C
TEST_00887,B
TEST_00888,C
TEST_00889,B
TEST_00890,B
TEST_00891,B
TEST_00892,A
TEST_00893,C
TEST_00894,D
TEST_00895,F
TEST_00896,A
TEST_00897,D
TEST_00898,A
TEST_00899,D
TEST_00900,A
TEST_00901,B
TEST_00902,B
TEST_00903,A
TEST_00904,C
TEST_00905,A
TEST_00906,B
TEST_00907,D
TEST_00908,A
TEST_00909,A
TEST_00910,A
TEST_00911,B
TEST_00912,A
TEST_00913,B
TEST_00914,A
TEST_00915,C
TEST_00916,C
TEST_00917,F
TEST_00918,C
TEST_00919,G
TEST_00920,C
TEST_00921,D
TEST_00922,C
TEST_00923,C
TEST_00924,B
TEST_00925,D
TEST_00926,F
TEST_00927,C
TEST_00928,D
TEST_00929,A
TEST_00930,C
TEST_00931,C
TEST_00932,D
TEST_00933,B
TEST_00934,D
TEST_00935,D
TEST_00936,C
TEST_00937,F
TEST_00938,D
TEST_00939,C
TEST_00940,C
TEST_00941,A
TEST_00942,D
TEST_00943,D
TEST_00944,A
TEST_00945,A
TEST_00946,B
TEST_00947,A
TEST_00948,A
TEST_00949,B
TEST_00950,D
TEST_00951,D
TEST_00952,C
TEST_00953,C
TEST_00954,B
TEST_00955,D
TEST_00956,A
TEST_00957,B
TEST_00958,F
TEST_00959,A
TEST_00960,A
TEST_00961,D
TEST_00962,A
TEST_00963,A
TEST_00964,C
TEST_00965,B
TEST_00966,A
TEST_00967,D
TEST_00968,C
TEST_00969,A
TEST_00970,D
TEST_00971,A
TEST_00972,B
TEST_00973,A
TEST_00974,B
TEST_00975,D
TEST_00976,B
TEST_00977,A
TEST_00978,B
TEST_00979,A
TEST_00980,A
TEST_00981,D
TEST_00982,A
TEST_00983,B
TEST_00984,B
TEST_00985,B
TEST_00986,A
TEST_00987,B
TEST_00988,B
TEST_00989,C
TEST_00990,D
TEST_00991,B
TEST_00992,A
TEST_00993,A
TEST_00994,A
TEST_00995,A
TEST_00996,A
TEST_00997,B
TEST_00998,A
TEST_00999,D
TEST_01000,A
TEST_01001,A
TEST_01002,A
TEST_01003,A
TEST_01004,C
TEST_01005,A
TEST_01006,A
TEST_01007,C
TEST_01008,B
TEST_01009,B
TEST_01010,D
TEST_01011,A
TEST_01012,C
TEST_01013,B
TEST_01014,A
TEST_01015,C
TEST_01016,D
TEST_01017,C
TEST_01018,B
TEST_01019,B
TEST_01020,B
TEST_01021,C
TEST_01022,C
TEST_01023,B
TEST_01024,D
TEST_01025,B
TEST_01026,A
TEST_01027,A
TEST_01028,B
TEST_01029,A
TEST_01030,A
TEST_01031,C
TEST_01032,A
TEST_01033,B
TEST_01034,A
TEST_01035,F
TEST_01036,D
TEST_01037,A
TEST_01038,A
TEST_01039,B
TEST_01040,D
TEST_01041,A
TEST_01042,B
TEST_01043,B
TEST_01044,D
TEST_01045,B
TEST_01046,D
TEST_01047,B
TEST_01048,B
TEST_01049,B
TEST_01050,B
TEST_01051,D
TEST_01052,C
TEST_01053,A
TEST_01054,A
TEST_01055,C
TEST_01056,B
TEST_01057,C
TEST_01058,C
TEST_01059,A
TEST_01060,C
TEST_01061,A
TEST_01062,B
TEST_01063,A
TEST_01064,B
TEST_01065,A
TEST_01066,D
TEST_01067,C
TEST_01068,A
TEST_01069,D
TEST_01070,C
TEST_01071,C
TEST_01072,A
TEST_01073,C
TEST_01074,B
TEST_01075,A
TEST_01076,C
TEST_01077,B
TEST_01078,C
TEST_01079,C
TEST_01080,A
TEST_01081,D
TEST_01082,A
TEST_01083,C
TEST_01084,C
TEST_01085,D
TEST_01086,A
TEST_01087,A
TEST_01088,C
TEST_01089,D
TEST_01090,F
TEST_01091,A
TEST_01092,D
TEST_01093,B
TEST_01094,B
TEST_01095,C
TEST_01096,B
TEST_01097,A
TEST_01098,C
TEST_01099,B
TEST_01100,B
TEST_01101,B
TEST_01102,B
TEST_01103,A
TEST_01104,B
TEST_01105,F
TEST_01106,D
TEST_01107,B
TEST_01108,A
TEST_01109,B
TEST_01110,A
TEST_01111,B
TEST_01112,C
TEST_01113,A
TEST_01114,B
TEST_01115,B
TEST_01116,D
TEST_01117,F
TEST_01118,A
TEST_01119,A
TEST_01120,F
TEST_01121,A
TEST_01122,B
TEST_01123,A
TEST_01124,C
TEST_01125,F
TEST_01126,C
TEST_01127,B
TEST_01128,A
TEST_01129,A
TEST_01130,D
TEST_01131,B
TEST_01132,G
TEST_01133,D
TEST_01134,C
TEST_01135,B
TEST_01136,A
TEST_01137,C
TEST_01138,C
TEST_01139,A
TEST_01140,B
TEST_01141,C
TEST_01142,C
TEST_01143,F
TEST_01144,B
TEST_01145,B
TEST_01146,C
TEST_01147,A
TEST_01148,C
TEST_01149,B
TEST_01150,A
TEST_01151,B
TEST_01152,B
TEST_01153,B
TEST_01154,D
TEST_01155,D
TEST_01156,C
TEST_01157,F
TEST_01158,A
TEST_01159,D
TEST_01160,A
TEST_01161,A
TEST_01162,C
TEST_01163,C
TEST_01164,A
TEST_01165,B
TEST_01166,C
TEST_01167,B
TEST_01168,C
TEST_01169,A
TEST_01170,B
TEST_01171,A
TEST_01172,A
TEST_01173,C
TEST_01174,C
TEST_01175,A
TEST_01176,D
TEST_01177,D
TEST_01178,A
TEST_01179,B
TEST_01180,A
TEST_01181,A
TEST_01182,C
TEST_01183,C
TEST_01184,A
TEST_01185,A
TEST_01186,A
TEST_01187,A
TEST_01188,D
TEST_01189,A
TEST_01190,A
TEST_01191,B
TEST_01192,A
TEST_01193,F
TEST_01194,C
TEST_01195,C
TEST_01196,A
TEST_01197,A
TEST_01198,F
TEST_01199,A
TEST_01200,A
TEST_01201,A
TEST_01202,A
TEST_01203,B
TEST_01204,B
TEST_01205,C
TEST_01206,B
TEST_01207,B
TEST_01208,A
TEST_01209,C
TEST_01210,A
TEST_01211,D
TEST_01212,A
TEST_01213,A
TEST_01214,A
TEST_01215,D
TEST_01216,C
TEST_01217,A
TEST_01218,A
TEST_01219,B
TEST_01220,B
TEST_01221,C
TEST_01222,D
TEST_01223,C
TEST_01224,A
TEST_01225,B
TEST_01226,C
TEST_01227,B
TEST_01228,B
TEST_01229,A
TEST_01230,B
TEST_01231,B
TEST_01232,D
TEST_01233,A
TEST_01234,D
TEST_01235,C
TEST_01236,D
TEST_01237,A
TEST_01238,A
TEST_01239,D
TEST_01240,A
TEST_01241,B
TEST_01242,A
TEST_01243,B
TEST_01244,F
TEST_01245,C
TEST_01246,B
TEST_01247,B
TEST_01248,B
TEST_01249,C
TEST_01250,D
TEST_01251,A
TEST_01252,C
TEST_01253,B
TEST_01254,A
TEST_01255,C
TEST_01256,A
TEST_01257,B
TEST_01258,G
TEST_01259,D
TEST_01260,A
TEST_01261,D
TEST_01262,G
TEST_01263,A
TEST_01264,C
TEST_01265,A
TEST_01266,A
TEST_01267,C
TEST_01268,D
TEST_01269,B
TEST_01270,B
TEST_01271,A
TEST_01272,C
TEST_01273,D
TEST_01274,A
TEST_01275,B
TEST_01276,C
TEST_01277,C
TEST_01278,A
TEST_01279,C
TEST_01280,B
TEST_01281,C
TEST_01282,C
TEST_01283,C
TEST_01284,A
TEST_01285,C
TEST_01286,C
TEST_01287,C
TEST_01288,B
TEST_01289,A
TEST_01290,B
TEST_01291,B
TEST_01292,A
TEST_01293,B
TEST_01294,F
TEST_01295,D
TEST_01296,B
TEST_01297,A
TEST_01298,C
TEST_01299,B
TEST_01300,A
TEST_01301,C
TEST_01302,B
TEST_01303,C
TEST_01304,C
TEST_01305,B
TEST_01306,A
TEST_01307,B
TEST_01308,A
TEST_01309,A
TEST_01310,B
TEST_01311,A
TEST_01312,B
TEST_01313,D
TEST_01314,C
TEST_01315,B
TEST_01316,A
TEST_01317,A
TEST_01318,D
TEST_01319,B
TEST_01320,C
TEST_01321,B
TEST_01322,C
TEST_01323,D
TEST_01324,B
TEST_01325,F
TEST_01326,B
TEST_01327,B
TEST_01328,A
TEST_01329,A
TEST_01330,A
TEST_01331,D
TEST_01332,F
TEST_01333,A
TEST_01334,C
TEST_01335,D
TEST_01336,D
TEST_01337,D
TEST_01338,A
TEST_01339,B
TEST_01340,B
TEST_01341,B
TEST_01342,A
TEST_01343,B
TEST_01344,G
TEST_01345,A
TEST_01346,B
TEST_01347,A
TEST_01348,A
TEST_01349,A
TEST_01350,B
TEST_01351,D
TEST_01352,A
TEST_01353,A
TEST_01354,B
TEST_01355,A
TEST_01356,B
TEST_01357,A
TEST_01358,A
TEST_01359,A
TEST_01360,A
TEST_01361,C
TEST_01362,F
TEST_01363,C
TEST_01364,A
TEST_01365,A
TEST_01366,C
TEST_01367,A
TEST_01368,B
TEST_01369,A
TEST_01370,D
TEST_01371,C
TEST_01372,B
TEST_01373,A
TEST_01374,A
TEST_01375,A
TEST_01376,B
TEST_01377,C
TEST_01378,C
TEST_01379,D
TEST_01380,A
TEST_01381,B
TEST_01382,B
TEST_01383,A
TEST_01384,C
TEST_01385,D
TEST_01386,C
TEST_01387,B
TEST_01388,A
TEST_01389,B
TEST_01390,D
TEST_01391,A
TEST_01392,B
TEST_01393,B
TEST_01394,B
TEST_01395,C
TEST_01396,B
TEST_01397,A
TEST_01398,D
TEST_01399,D
TEST_01400,B
TEST_01401,A
TEST_01402,A
TEST_01403,A
TEST_01404,B
TEST_01405,A
TEST_01406,D
TEST_01407,A
TEST_01408,B
TEST_01409,A
TEST_01410,D
TEST_01411,A
TEST_01412,C
TEST_01413,C
TEST_01414,D
TEST_01415,B
TEST_01416,D
TEST_01417,C
TEST_01418,A
TEST_01419,C
TEST_01420,B
TEST_01421,A
TEST_01422,A
TEST_01423,B
TEST_01424,B
TEST_01425,C
TEST_01426,A
TEST_01427,D
TEST_01428,A
TEST_01429,C
TEST_01430,F
TEST_01431,A
TEST_01432,C
TEST_01433,A
TEST_01434,A
TEST_01435,D
TEST_01436,B
TEST_01437,C
TEST_01438,B
TEST_01439,A
TEST_01440,C
TEST_01441,D
TEST_01442,B
TEST_01443,A
TEST_01444,A
TEST_01445,B
TEST_01446,C
TEST_01447,F
TEST_01448,A
TEST_01449,B
TEST_01450,C
TEST_01451,C
TEST_01452,D
TEST_01453,C
TEST_01454,A
TEST_01455,A
TEST_01456,A
TEST_01457,B
TEST_01458,F
TEST_01459,B
TEST_01460,B
TEST_01461,C
TEST_01462,C
TEST_01463,F
TEST_01464,F
TEST_01465,A
TEST_01466,C
TEST_01467,D
TEST_01468,C
TEST_01469,D
TEST_01470,A
TEST_01471,A
TEST_01472,A
TEST_01473,A
TEST_01474,A
TEST_01475,A
TEST_01476,C
TEST_01477,B
TEST_01478,A
TEST_01479,A
TEST_01480,D
TEST_01481,A
TEST_01482,B
TEST_01483,B
TEST_01484,A
TEST_01485,B
TEST_01486,A
TEST_01487,B
TEST_01488,B
TEST_01489,C
TEST_01490,C
TEST_01491,B
TEST_01492,A
TEST_01493,C
TEST_01494,D
TEST_01495,A
TEST_01496,D
TEST_01497,B
TEST_01498,A
TEST_01499,B
TEST_01500,A
TEST_01501,A
TEST_01502,A
TEST_01503,A
TEST_01504,C
TEST_01505,B
TEST_01506,D
TEST_01507,A
TEST_01508,B
TEST_01509,A
TEST_01510,A
TEST_01511,A
TEST_01512,B
TEST_01513,C
TEST_01514,A
TEST_01515,F
TEST_01516,D
TEST_01517,A
TEST_01518,A
TEST_01519,F
TEST_01520,A
TEST_01521,D
TEST_01522,A
TEST_01523,B
TEST_01524,D
TEST_01525,A
TEST_01526,B
TEST_01527,A
TEST_01528,D
TEST_01529,A
TEST_01530,D
TEST_01531,A
TEST_01532,D
TEST_01533,C
TEST_01534,B
TEST_01535,B
TEST_01536,A
TEST_01537,A
TEST_01538,A
TEST_01539,C
TEST_01540,G
TEST_01541,B
TEST_01542,A
TEST_01543,B
TEST_01544,B
TEST_01545,A
TEST_01546,B
TEST_01547,A
TEST_01548,C
TEST_01549,D
TEST_01550,A
TEST_01551,B
TEST_01552,A
